Time	[Eubacterium] coprostanoligenes group	Acholeplasmataceae	Enterobacteriaceae	Enterococcaceae	Erysipelotrichaceae	Lachnospiraceae	Lactobacillaceae	Oscillospiraceae	Ruminococcaceae	Sutterellaceae
1	0	0.49941933552828494	0.2882011373840168	0	0	0	0.012834480694402873	0	0	0.19937743190661478
2	0	0.5267491717014228	0.2832976028064705	0	0	0	0.02036640031183005	0	0	0.16931397388423308
3	0	0.4444767749444503	0.2992672733044123	0	0	0	0.05860490953338271	0	0	0.19738651994497936
4	0	0.4617594953117573	0.3005768482910599	0	0	6.481441472583502e-5	0.03596119777038413	0	0	0.20111912889426609
5	0	0.5124208525714522	0.296809312798901	1.6526706124177538e-4	0	1.4460867858655347e-4	0.011671986200200386	0	0	0.17839546341916893
6	0	0.3347878112685936	0.3285985434589755	0.0056012873677044	0	0.003486620866084876	0.05084483505601287	5.1577231746817684e-5	0	0.27350374450702486
7	0	0.27837827775778407	0.2738362641317432	0.0035492237624253856	0	0.16631712190218537	0.04586689169903575	4.9639493180774624e-5	0	0.22604584207195244
8	0	0.31093694572543457	0.25917878680383116	0.006285473572188719	0	0.1426481021638879	0.046913799219581415	6.762149698474637e-4	0	0.2320415040794608
9	0	0.24989226128178293	0.283371298405467	0.0038293418703441483	0	0.18580311518808101	0.028750846518500277	0.00987502308686819	0	0.2382195407252355
10	0	0.1434316482546142	0.1898856885083838	0.001938784324640797	0	0.2102045321483074	0.014224150342166638	0.05840347829425371	0	0.3817197592836096
11	0	0.2799148395438788	0.052433872459955636	9.697591207517306e-4	6.687993936218831e-4	0.2393521563207116	0.009229431631981987	0.07102649560264399	0	0.34435366111934723
12	0	0.21898181596165783	0.0626621757756454	7.123014459719353e-4	0.004487499109623192	0.23067373541054	0.008374629857641468	0.06957149980157316	0.0019333896390666815	0.4014225677449554
13	0	0.26043689450963753	0.04661273875229565	5.878208933064447e-4	0.0025226117968640224	0.2969319597298099	0.006662753600578424	0.0646754920604674	0.007522102601934988	0.31344456286342537
14	0	0.3018919730576172	0.0305633017289459	4.6334034064095416e-4	5.577244841048522e-4	0.36319018404907977	0.0049508773435153804	0.05977948431936162	0.013110815564803294	0.2254665579818954
15	0	0.20448808824037898	0.03320539861461683	2.6508995770086326e-4	3.342438597097841e-4	0.4268755114507336	0.0019247836059149638	0.08894344363380705	0.016723718635824027	0.227170568099305
16	0	0.29334533002550756	0.033788741744994584	6.988364373318425e-4	0.002148922044795416	0.30379293476361857	0.003433033998392676	0.06684370523079074	0.008176386316782558	0.28741395576365353
17	0	0.3332518022657055	0.02845005149330587	6.179196704428424e-4	0.002523171987641607	0.3103115345005149	0.007865602471678682	0.06295056642636458	0.008432028836251286	0.2444129763130793
18	0.0040412118530870605	0.31367461012940384	0.02189060652209054	6.551017109214814e-4	0.0035137273585788545	0.3355652166514944	0.004526157275457508	0.05665353627306681	0.01136644007520908	0.2460204698015127
